Time,X,Y,Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1732312852.17597,0.0426121061609383,-0.037618941227947844,0.03458362963044013,-0.03250720152318332,0.003168119326605959,-0.010726381273528584,1.0164375653649471
1732312852.27719,0.09586567500045268,-0.03822321529750997,0.021873380193488137,0.004230860318604148,-0.032899141631158604,-0.016754409810257147,1.0417173799970774
1732312852.37665,0.1997701243911551,-0.017166944940744694,-0.014014497676707977,-0.006598302883928319,0.018001513543602684,-0.019488719283760735,1.0248394548641309
1732312852.48537,0.3217377299391971,-0.05556348814012049,0.019834761945013456,-0.0421139340380118,-0.005977058203948246,-0.042761995077838455,1.0206303330511162
1732312852.59055,0.40753836071997296,-0.003487789849321436,-0.027940345868376303,0.00908571641934457,0.025648376237795076,-0.001746240130471012,1.0160249295538129
1732312852.67965,0.46045441868122944,0.04246379939212964,-0.027550608295171072,-0.02734007470861366,-0.01444814029271601,-0.02618924640699149,0.9985290764427714
1732312852.79552,0.5706177590178372,-0.02542870980020659,-0.02591499935524224,-0.013915091991763114,-0.0021838819391883854,-0.0698514930888117,0.9425235094264612
1732312852.8897,0.6003645597719057,0.01586599206334621,-0.06102410353831966,0.004621857478846276,0.04034552090959637,-0.05726148605471936,1.0088617673684606
1732312852.98214,0.741555823412404,0.014199533573352501,-0.016522561636606193,0.0295339904582124,0.03317432259805798,-0.03472133125492778,1.0161401813522548
1732312853.09314,0.8183130804944069,-0.014052205791939661,-0.014467056137094236,0.00609548001502261,-0.003192596590249605,-0.03625413561907462,0.9951893607141682
1732312853.19188,0.908315438254835,-0.06090849297555577,-0.0026911575382733924,-0.0015360369775998426,0.0012460330037926048,-0.036302420141210864,0.9680463717685196
1732312853.28671,0.980023557019292,-0.007121330196137837,-0.005953818861290601,-0.00017972067162702393,-0.0008346883236453966,-0.04426583093920797,1.046324326304726
1732312853.38709,1.153869361020842,-0.09177990611988601,0.017897231399056444,-0.04167958903716288,0.01245614008152978,0.004957570201154109,0.9801499720825481
1732312853.49186,1.2088100137449935,-0.0726075133777071,0.005151427879610692,0.012791075858441452,0.026211907601826477,-0.056782195384653913,0.993301860075683
1732312853.59043,1.3369162074332295,-0.09178018834036641,-0.05578628905462457,0.02716903461496619,0.042870806993684854,-0.03337299834914485,1.0076436759992542
1732312853.70154,1.4170023083311374,-0.07164190645575017,-0.06693095286059347,-0.06275749166802594,0.03989271891570107,-0.04715525077304972,1.0041924605769013
1732312853.78857,1.4321940444237418,-0.075159827285995,-0.06083868781777622,0.017132759316235372,0.032812270153018235,-0.06681296247441312,1.0003610640298972
1732312853.89119,1.570368907232144,-0.04428954915512588,-0.0666424872579759,-0.020739999663670294,-0.0031851978441,-0.06100886714733965,0.9830539173465188
1732312854.00219,1.663495545302561,-0.005308306464974731,-0.08088228544080711,-0.0011145288128434246,0.03152375725738753,-0.03199404984392559,0.9550424335378257
1732312854.08944,1.7545994011841497,-0.04426179215374488,-0.053853622329435025,-0.02797353414092473,0.02400221126337382,-0.0022547818561477473,1.0232391495985624
1732312854.19747,1.8364363549985643,-0.019252152433039307,-0.09382467020906454,-0.0124456536313598,-0.00936906526177316,-0.037796800923508365,0.9971126246507896
1732312854.3088,1.9610137471667608,-0.037619208817886614,-0.08774233221459761,-0.023853225735069025,0.05596479974493678,-0.06947930439864179,0.9835902274785397
1732312854.39731,2.076704640484808,-0.08995189681617169,-0.08943104407422352,-0.006238037458410742,0.015059955023737383,-0.018100917895507176,1.0010837163749295
1732312854.49362,2.236101752442193,-0.10862652994944011,-0.08158157370412462,-0.016450844880876885,-0.007230354713174125,-0.028036606722077494,1.031186776916255
1732312854.6019,2.266511748280633,-0.10603543027015486,-0.12278181133519792,-0.04126810754153203,0.009022925745231778,-0.06090622545711623,1.0081553178134
1732312854.69576,2.4257136118732245,-0.04749139567585386,-0.0961244902892275,-0.020778944805411752,-0.0004884868661742159,-0.02339266242339144,1.010308440657864
1732312854.79449,2.448813256559017,-0.08753695694240086,-0.12371155911661758,0.0055873204127713915,0.01653583032383034,-0.08137430725502845,0.9965261869057412
1732312854.90115,2.5416385151801215,-0.04625896088932338,-0.13095865480133456,-0.02240342535211584,-0.005121957478559752,-0.04373447834294584,1.0099136552046553
1732312855.00839,2.5975562306584825,-0.0129894833501586,-0.11833310400640362,-0.012815558499441718,0.010505500243416493,-0.031268189080122744,0.97573502842555
1732312855.1123,2.709845462303736,0.033826172433540656,-0.09697843773921686,0.0008445396718191507,0.028163355356195383,-0.022491363145266226,0.982856599535342
1732312855.19822,2.7773329637404705,0.04155014525228561,-0.08816896827263682,0.01972353065546968,0.013098758121792932,-0.005511770996736484,1.0355166234663573
1732312855.30564,2.851701573748057,0.020620429988186417,-0.07538051256386458,-0.025343087456899824,0.009684659820091613,-0.028170899717188603,0.9824390382404914
1732312855.41462,2.9680909322173723,0.024309644986717262,-0.09403176789361387,-0.04104257586526996,0.0009561276599513481,-0.050817892946837945,1.0129175491652698
1732312855.51091,3.1040947375941994,0.04158822107545687,-0.11837218189158528,0.006077326461297137,0.027730327811193625,-0.07464844528746102,1.002116229396751
1732312855.60482,3.1805095518665327,0.03157944727823545,-0.1262468680572933,-0.006743119866647317,0.003151936891289019,-0.010990614111406675,0.9923156391886012
1732312855.70992,3.286230441683453,0.02275230504391962,-0.12884041272492305,0.024796804785061025,0.015589097853808171,-0.04760911068059202,1.0151449693678105
1732312855.80633,3.3578073621467976,-0.0007757018156381509,-0.1411254881167847,-0.0391565587460359,-0.031420580670538496,-0.015498859387633512,1.0177490712379342
1732312855.90534,3.465391427267444,-0.013163475774176415,-0.16633374519880997,0.024968708963125568,-0.006690143111129908,-0.05935116810747453,1.0408158469681437
1732312856.00658,3.5773055502888904,-0.022468955170387103,-0.153121484546675,0.028507195197107833,-0.013715527768924587,-0.0168251837891324,1.015593075565003
1732312856.11855,3.67425088870449,-0.009886380118130136,-0.210472199981089,-0.011723310494541027,0.023748245609636818,-0.022387440417537093,0.9941327468500573
1732312856.22309,3.7705074775365803,0.010030275891982547,-0.16101738119318698,-0.02112707576323648,0.005859592322052189,-0.04019574064529842,1.0163743346730323
1732312856.31448,3.8543104613818,0.04407006239097921,-0.20838181923109292,-0.01233196614005336,0.006214370620675447,-0.02808367741625558,0.9962791716239632
1732312856.41583,3.9459202960711015,0.0908108885240318,-0.22185175639698346,-0.03456516831766212,0.020281754163612154,-0.031291201516056216,1.0188339442844891
1732312856.51814,4.042601973785498,0.06927321699327099,-0.20577871039454776,-0.027585478812768863,-0.011255878875348013,-0.027423520910831924,0.9920495119634442
1732312856.62103,4.139458735328935,0.013700958178100013,-0.22039002277953523,-0.028477338075960618,0.004100946064280981,-0.056772813753544094,0.9994818079391784
1732312856.71583,4.243803863090495,0.02710691966876376,-0.19417843999882398,0.022758095830379202,0.03329680887318052,-0.035566715510494964,0.9915673599649141
1732312856.81978,4.351291048399524,0.041051966922094354,-0.22532227169903712,-0.03052471709162592,0.0013470376768085742,-0.006133047755096613,0.9572328948661174
1732312856.91407,4.4554891920328625,-0.013784752786235796,-0.19477422931467672,-0.007472864902605415,-0.02470782599458821,-0.07560281903817861,0.9954971000114335
1732312857.01359,4.555669418638713,-0.010097825073820604,-0.22338219738511114,0.02138815599582693,0.021728152384788993,-0.04251001024145214,0.9957253574918615
1732312857.12162,4.618734518027829,-0.035800195048961786,-0.23934411453092508,-0.009734560794738271,-0.03736628221567673,-0.012823520712744719,0.966943651764548
1732312857.2246,4.728738205679186,-0.061721650838842804,-0.20822323363718878,-0.010586030190530995,0.007703124689652747,-0.03130054567829238,0.9943076252391614
